id,title,content,category,keywords
CS113,다이나믹 프로그래밍과 그리디 알고리즘,"다이나믹 프로그래밍(DP)은 문제를 작은 하위 문제로 나누고 해결책을 저장하여 재계산을 방지하는 기법입니다. 최적 부분 구조와 겹치는 하위 문제를 가진 경우에 적합하며, 배낭 문제, 최장 공통 부분 수열, 편집 거리 등에 활용됩니다. 그리디 알고리즘은 각 단계에서 지역적으로 최적인 선택을 하는 방식으로, 최적 부분 구조를 가지지만 지역적 최적해가 전역 최적해로 이어지는 문제에만 적합합니다. 동전 거스름돈, 최소 신장 트리, 허프만 코딩 등에 활용됩니다. DP는 더 많은 메모리와 계산을 필요로 하지만 정확한 해를 보장하는 반면, 그리디는 빠르지만 항상 최적해를 찾지는 못합니다.",알고리즘,"다이나믹 프로그래밍,그리디 알고리즘,최적화,메모이제이션,최적 부분 구조"
CS114,프로세스와 스레드의 차이점,"프로세스는 실행 중인 프로그램의 인스턴스로, 독립된 메모리 공간(코드, 데이터, 힙, 스택)을 가집니다. 각 프로세스는 별도의 주소 공간을 가지며, 프로세스 간 통신(IPC)은 파이프, 소켓 등을 통해 이루어집니다. 스레드는 프로세스 내의 실행 단위로, 같은 프로세스의 스레드들은 코드, 데이터, 힙 영역을 공유하지만 각자의 스택을 가집니다. 프로세스는 생성/전환 비용이 크지만 안정성이 높고, 스레드는 생성/전환 비용이 작고 자원 공유가 효율적이지만 동기화 문제가 발생할 수 있습니다. 멀티 프로세스는 안정성이 중요한 서버 환경에, 멀티 스레드는 반응성과 자원 효율성이 중요한 애플리케이션에 적합합니다.",운영체제,"프로세스,스레드,멀티태스킹,IPC,컨텍스트 스위칭"
CS115,교착 상태의 개념과 해결 방법,"교착 상태(Deadlock)는 두 개 이상의 프로세스가 서로 자원을 점유한 채 상대방의 자원을 기다려 무한히 대기하는 상태입니다. 발생 조건으로는 상호 배제, 점유와 대기, 비선점, 순환 대기 4가지가 모두 충족되어야 합니다. 해결 방법으로는 예방(4가지 조건 중 하나 이상을 제거), 회피(자원 할당 시 안전 상태를 유지하도록 결정, 은행원 알고리즘), 탐지 및 복구(자원 할당 그래프로 교착 상태 감지 후 프로세스 종료나 자원 선점), 무시(교착 상태 발생 시 시스템 재시작)가 있습니다. 각 방법은 시스템 성능과 오버헤드 간의 균형을 고려하여 선택됩니다.",운영체제,"교착 상태,데드락,자원 할당,은행원 알고리즘,상호 배제"
CS116,가상 메모리의 개념과 차이점,"가상 메모리는 프로세스에게 실제 물리 메모리보다 큰 메모리 공간을 제공하는 기술로, 현재 필요한 부분만 메인 메모리에 로드하고 나머지는 디스크에 저장합니다. 페이징은 고정 크기 블록(페이지)으로 메모리를 관리하며, 내부 단편화가 발생할 수 있지만 구현이 간단합니다. 세그멘테이션은 논리적 단위(세그먼트)로 메모리를 관리하여 내부 단편화는 없지만 외부 단편화가 발생할 수 있습니다. 현대 시스템은 두 방식을 결합한 페이지드 세그멘테이션을 사용하기도 합니다. 가상 메모리는 멀티태스킹, 메모리 보호, 메모리 사용 효율성을 향상시킵니다.",운영체제,"가상 메모리,페이징,세그멘테이션,스왑,주소 변환"
CS117,CPU 스케줄링 알고리즘의 종류와 특징,"CPU 스케줄링 알고리즘은 프로세스들 간에 CPU 시간을 할당하는 방식을 결정합니다. FCFS(First-Come, First-Served)는 도착 순서대로 처리하여 단순하지만 짧은 프로세스가 긴 프로세스 뒤에서 대기하는 콘보이 효과가 발생할 수 있습니다. SJF(Shortest Job First)는 실행 시간이 가장 짧은 프로세스를 먼저 처리하여 평균 대기 시간을 최소화하지만 실행 시간 예측이 어렵고 기아 현상이 발생할 수 있습니다. 라운드 로빈은 각 프로세스에 동일한 시간 할당량을 부여하고 순환하여 공정성을 보장하지만 문맥 교환 오버헤드가 큽니다. 우선순위 기반은 우선순위가 높은 프로세스를 먼저 처리하여 중요 작업을 빠르게 처리할 수 있지만 기아 현상이 발생할 수 있습니다.",운영체제,"CPU 스케줄링,FCFS,SJF,라운드 로빈,우선순위 스케줄링"
CS118,페이지 교체 알고리즘의 작동 방식,"페이지 교체 알고리즘은 메모리가 부족할 때 어떤 페이지를 디스크로 스왑아웃할지 결정합니다. FIFO(First-In, First-Out)는 가장 오래된 페이지를 교체하여 구현이 간단하지만 자주 사용되는 페이지도 교체될 수 있습니다. LRU(Least Recently Used)는 가장 오랫동안 사용되지 않은 페이지를 교체하여 시간 지역성을 활용하지만 구현이 복잡합니다. LFU(Least Frequently Used)는 사용 빈도가 가장 낮은 페이지를 교체하여 빈도 지역성을 활용하지만 초기에 많이 사용된 페이지가 계속 메모리에 남을 수 있습니다. 최적(Optimal) 알고리즘은 가장 오랫동안 사용되지 않을 페이지를 교체하여 이론적으로 최상의 성능을 제공하지만 미래 참조를 예측해야 하므로 실제로는 구현이 불가능합니다.",운영체제,"페이지 교체,FIFO,LRU,LFU,최적 알고리즘,페이지 폴트"
CS119,세마포어와 뮤텍스의 차이점,"세마포어와 뮤텍스는 프로세스 동기화와 상호 배제를 위한 메커니즘입니다. 뮤텍스는 단일 스레드만이 자원을 점유할 수 있는 이진 상태(잠금/해제)의 객체로, 소유권 개념이 있어 락을 획득한 스레드만이 해제할 수 있습니다. 주로 상호 배제가 필요한 임계 구역 보호에 사용됩니다. 세마포어는 여러 스레드가 공유 자원에 접근할 수 있는 카운터 기반 신호 메커니즘으로, 이진 세마포어(0/1)와 카운팅 세마포어가 있습니다. 프로세스 간 동기화, 생산자-소비자 문제, 자원 제한 등에 적합합니다. 뮤텍스는 단순한 상호 배제에, 세마포어는 복잡한 동기화 시나리오에 더 적합합니다.",운영체제,"세마포어,뮤텍스,동기화,상호 배제,임계 구역"
CS120,메모리 단편화의 개념과 해결 방법,"메모리 단편화는 메모리 공간이 작은 조각으로 나뉘어 효율적으로 사용되지 못하는 현상입니다. 내부 단편화는 프로세스에 할당된 메모리가 실제 필요한 양보다 클 때 발생하며, 페이징 시스템에서 페이지 크기가 프로세스 크기의 배수가 아닐 때 주로 발생합니다. 외부 단편화는 할당과 해제를 반복하면서 메모리에 프로세스를 할당하기에 충분하지만 연속적이지 않은 작은 공간들이 생길 때 발생합니다. 해결 방법으로는 압축(메모리 블록을 재배치하여 빈 공간을 모음), 페이징(고정 크기 블록 관리), 세그멘테이션(가변 크기 블록 관리), 버디 시스템(메모리를 2의 거듭제곱 크기로 분할), 가비지 컬렉션 등이 있습니다.",운영체제,"메모리 단편화,내부 단편화,외부 단편화,메모리 압축,페이징"
CS121,인터럽트와 시스템 콜의 개념과 차이점,"인터럽트는 CPU가 프로그램을 실행하는 동안 외부 장치나 예외 상황이 발생했을 때 CPU에게 알리는 신호입니다. 하드웨어 인터럽트(I/O 장치, 타이머), 소프트웨어 인터럽트(프로그램에 의해 발생), 예외(0으로 나누기 등)로 구분됩니다. 시스템 콜은 프로그램이 운영체제의 서비스를 요청하는 방법으로, 사용자 모드에서 커널 모드로 전환하여 파일 I/O, 프로세스 제어, 메모리 관리 등의 기능을 수행합니다. 인터럽트는 비동기적으로 발생하며 하드웨어나 소프트웨어에 의해 트리거되는 반면, 시스템 콜은 프로그램이 명시적으로 호출하는 동기적 이벤트입니다. 두 메커니즘 모두 운영체제의 핵심 기능을 제공하고 하드웨어 리소스를 관리합니다.",운영체제,"인터럽트,시스템 콜,커널 모드,사용자 모드,하드웨어 인터럽트"
CS122,선점형과 비선점형 스케줄링의 차이점,"선점형 스케줄링은 운영체제가 실행 중인 프로세스를 강제로 중단하고 다른 프로세스에게 CPU를 할당할 수 있는 방식입니다. 반응성이 좋고 우선순위가 높은 프로세스를 빠르게 처리할 수 있지만, 문맥 교환 오버헤드와 공유 자원 관리가 복잡합니다. 라운드 로빈, 우선순위 기반, 다단계 큐 등이 해당됩니다. 비선점형 스케줄링은 프로세스가 자발적으로 CPU를 양보하거나 종료될 때까지 계속 실행되는 방식입니다. 구현이 간단하고 오버헤드가 적지만, 한 프로세스가 CPU를 독점할 수 있고 반응성이 떨어집니다. FCFS, SJF(비선점형)가 해당됩니다. 실시간 시스템은 주로 선점형을, 배치 처리 시스템은 비선점형을 사용하는 경향이 있습니다.",운영체제,"선점형 스케줄링,비선점형 스케줄링,문맥 교환,CPU 할당,스케줄러"
CS123,파일 시스템의 종류와 특징,"FAT(File Allocation Table)는 단순한 구조로 다양한 운영체제에서 호환성이 좋지만, 파일 크기와 개수 제한, 단편화, 보안 기능 부재 등의 단점이 있습니다. NTFS(New Technology File System)는 Windows의 기본 파일 시스템으로 대용량 파일 지원, 보안 기능, 저널링, 압축, 암호화 등을 제공하지만 오버헤드가 크고 호환성이 제한적입니다. ext4(Fourth Extended File System)는 Linux의 파일 시스템으로 대용량 파일 지원, 저널링, 지연 할당, 빠른 파일 시스템 검사 등의 장점을 가지며, 안정성과 성능의 균형이 좋습니다. 다른 주요 파일 시스템으로는 HFS+(macOS), APFS(최신 macOS), ZFS(고급 저장 기능), Btrfs(B-tree FS, 스냅샷 기능) 등이 있습니다.",운영체제,"파일 시스템,FAT,NTFS,ext4,저널링"
CS124,프로세서 파이프라이닝의 개념과 해저드,"프로세서 파이프라이닝은 명령어 실행 과정을 여러 단계(명령어 인출, 해독, 실행, 메모리 접근, 레지스터 기록 등)로 나누어 병렬로 처리하는 기술입니다. 한 명령어가 특정 단계를 수행 중일 때 다른 명령어가 다른 단계를 동시에 수행하여 처리량을 늘립니다. 주요 이점으로 처리량 증가, CPU 자원 활용도 향상, 클럭 주파수 증가가 있습니다. 파이프라인 해저드는 파이프라인 성능을 저하시키는 상황으로, 데이터 해저드(데이터 의존성으로 인한 지연), 제어 해저드(분기 명령어로 인한 흐름 변경), 구조적 해저드(하드웨어 자원 충돌)가 있습니다. 이를 해결하기 위해 전방 전달, 지연 슬롯, 분기 예측, 동적 스케줄링 등의 기법이 사용됩니다.",컴퓨터 구조,"파이프라이닝,명령어 처리,해저드,처리량,분기 예측"
CS125,캐시 메모리의 작동 원리와 최적화,"캐시 메모리는 CPU와 주 메모리 사이의 고속 버퍼로, 자주 사용되는 데이터를 저장하여 메모리 접근 지연을 줄입니다. 시간적 지역성(최근 접근한 데이터는 다시 접근될 가능성이 높음)과 공간적 지역성(인접한 메모리 위치에 접근할 가능성이 높음)을 활용합니다. 캐시 메모리는 여러 레벨(L1, L2, L3)로 구성되며, 작고 빠른 L1부터 크고 느린 L3까지 계층적으로 배치됩니다. 캐시 적중률을 높이기 위한 방법으로는 적절한 캐시 크기와 라인 크기 설정, 캐시 연관성 증가(직접 매핑, 집합 연관, 완전 연관), 효과적인 교체 정책(LRU, LFU 등), 프리페칭(예측 로드), 쓰기 정책 최적화(write-through, write-back) 등이 있습니다.",컴퓨터 구조,"캐시 메모리,캐시 적중률,지역성,캐시 교체 정책,메모리 계층"
CS126,RISC와 CISC 아키텍처의 차이점,"RISC(Reduced Instruction Set Computer)는 단순하고 최적화된 소수의 명령어 집합을 사용하는 프로세서 아키텍처입니다. 고정된 명령어 길이, 로드-스토어 아키텍처, 파이프라이닝에 최적화, 레지스터 중심 연산이 특징이며, ARM, MIPS, PowerPC 등이 대표적입니다. 장점은 파이프라이닝 효율성, 전력 효율성, 설계 단순성이고, 단점은 복잡한 작업에 더 많은 명령어 필요, 컴파일러 의존성입니다. CISC(Complex Instruction Set Computer)는 다양하고 복잡한 명령어를 제공하는 아키텍처로, 가변 길이 명령어, 메모리 직접 연산, 특수 목적 명령어가 특징이며, x86, x86-64가 대표적입니다. 장점은 코드 밀도, 복잡한 작업의 효율적 수행이고, 단점은 파이프라이닝 어려움, 높은 전력 소비, 설계 복잡성입니다. 현대 프로세서는 두 아키텍처의 장점을 혼합하는 경향이 있습니다.",컴퓨터 구조,"RISC,CISC,명령어 집합,파이프라이닝,프로세서 아키텍처"
CS127,가상 메모리와 물리 메모리의 차이점,"가상 메모리는 프로세스에게 제공되는 추상화된 메모리 공간으로, 물리적 제약 없이 연속적인 주소 공간을 제공합니다. 물리 메모리는 시스템에 실제로 존재하는 RAM입니다. 가상 메모리는 각 프로세스에게 독립적인 주소 공간을 제공하여 메모리 보호와 격리를 보장하고, 물리 메모리보다 큰 공간을 사용할 수 있게 합니다. 주소 변환 과정은 가상 주소를 물리 주소로 매핑하는 과정으로, 페이지 테이블을 통해 이루어집니다. CPU가 가상 주소 참조 시, MMU(메모리 관리 유닛)가 페이지 테이블을 참조하여 물리 주소로 변환합니다. TLB(변환 색인 버퍼)는 최근 주소 변환 결과를 캐싱하여 성능을 향상시킵니다. 페이지 폴트 발생 시 운영체제가 개입하여 필요한 페이지를 디스크에서 메모리로 로드합니다.",운영체제,"가상 메모리,물리 메모리,페이지 테이블,MMU,TLB,페이지 폴트"
CS128,메모리 계층 구조의 특징,"메모리 계층 구조는 속도, 용량, 비용의 균형을 맞추기 위해 설계된 계층적 저장 시스템입니다. 레지스터는 CPU 내부의 가장 빠른 메모리(접근 시간 <1ns)로, 소량의 데이터와 주소를 저장합니다. 캐시 메모리는 CPU와 주 메모리 사이의 고속 버퍼로, L1(2-4ns), L2(7-15ns), L3(15-45ns) 단계로 구성되며 자주 사용되는 데이터를 저장합니다. 메인 메모리(RAM)는 프로그램과 데이터를 일시적으로 저장하는 휘발성 메모리로, 접근 시간은 약 50-100ns입니다. 보조 메모리(SSD, HDD)는 대용량 비휘발성 저장장치로, SSD는 20-150μs, HDD는 5-10ms의 접근 시간을 가집니다. 각 계층을 효율적으로 활용하기 위해 캐싱, 프리페칭, 버퍼링 등의 기법이 사용됩니다.",컴퓨터 구조,"메모리 계층,레지스터,캐시,RAM,보조 메모리,접근 시간"
CS129,DMA의 개념과 활용,"DMA(Direct Memory Access)는 CPU 개입 없이 주변 장치와 메모리 간의 데이터 전송을 관리하는 하드웨어 메커니즘입니다. CPU가 데이터 전송을 직접 관리하는 대신, DMA 컨트롤러가 전송을 처리하여 CPU 부하를 줄이고 시스템 성능을 향상시킵니다. 작동 방식은 CPU가 DMA 컨트롤러에 전송 정보(소스, 목적지, 크기 등)를 설정하고, DMA 컨트롤러가 버스 제어권을 획득하여 데이터 전송을 수행한 후 완료 시 인터럽트를 발생시킵니다. DMA는 디스크 I/O, 네트워크 인터페이스, 그래픽 카드, 사운드 카드 등 대용량 데이터 전송이 필요한 장치에서 주로 사용됩니다. DMA 모드에는 버스트 모드(연속 전송), 사이클 스틸링(작은 단위로 분할 전송), 투명 모드(CPU와 동시에 작동) 등이 있습니다.",컴퓨터 구조,"DMA,주변장치 인터페이스,CPU 오프로딩,버스 마스터링,I/O 성능"
CS130,슈퍼스칼라와 멀티코어 프로세서의 차이점,"슈퍼스칼라 아키텍처는 단일 코어 내에서 여러 명령어를 동시에 실행할 수 있는 설계로, 여러 실행 유닛(ALU, FPU 등)을 병렬로 배치하여 ILP(명령어 수준 병렬성)를 활용합니다. 명령어 파이프라이닝, 분기 예측, 아웃 오브 오더 실행, 레지스터 리네이밍 등의 기술로 성능을 향상시키지만, 단일 스레드 성능에 초점을 맞추고 하드웨어 복잡성과 전력 소모가 증가하는 단점이 있습니다. 멀티코어 프로세서는 하나의 칩에 여러 독립적인 프로세서 코어를 통합한 설계로, TLP(스레드 수준 병렬성)를 활용하며 각 코어가 별도의 스레드를 실행할 수 있습니다. 동시에 여러 작업 처리, 전력 효율성, 코어 간 캐시 공유 등의 장점이 있지만, 병렬 프로그래밍의 복잡성, 동기화 오버헤드, 단일 스레드 성능 제한 등의 과제가 있습니다. 현대 프로세서는 두 접근 방식을 결합하여 슈퍼스칼라 멀티코어 설계를 채택하고 있습니다.",컴퓨터 구조,"슈퍼스칼라,멀티코어,ILP,TLP,병렬 처리,성능 향상"
CS131,분기 예측의 개념과 구현 방식,"분기 예측(Branch Prediction)은 프로세서가 조건부 분기 명령어의 결과를 미리 예측하여 파이프라인 성능을 향상시키는 기술입니다. 분기 명령어는 프로그램 흐름을 변경할 수 있어 파이프라인에 지연(5-20 사이클)을 발생시키므로, 정확한 예측은 성능에 중요합니다. 정적 예측은 컴파일 시간에 결정되며, 항상 분기 발생/미발생 가정, 역방향 분기 발생 가정 등의 단순한 규칙을 사용합니다. 동적 예측은 실행 중 분기 이력을 기반으로 하며, 1비트/2비트 예측기(최근 결과 기반), 상관 예측기(이전 분기와의 관계 고려), 토너먼트 예측기(여러 예측기 조합), 신경망 기반 예측기 등이 있습니다. 분기 타겟 버퍼(BTB)는 분기 목적지 주소를 캐싱하고, 분기 이력 테이블(BHT)은 분기 결과 패턴을 저장합니다. 현대 프로세서는 정확도가 95% 이상인 복합적인 예측 메커니즘을 사용합니다.",컴퓨터 구조,"분기 예측,파이프라인,분기 타겟 버퍼,분기 이력 테이블,투기적 실행"
CS132,SIMD와 MIMD 아키텍처의 차이점,"SIMD(Single Instruction, Multiple Data)는 하나의 명령어가 여러 데이터 요소에 동시에 적용되는 병렬 처리 아키텍처입니다. 벡터 프로세서나 GPU가 대표적이며, 모든 처리 요소가 동일한 명령어를 동시에 실행하지만 서로 다른 데이터에 작용합니다. 데이터 병렬성이 높은 작업(행렬 연산, 이미지 처리, 시뮬레이션)에 효율적이며, 하드웨어가 상대적으로 단순하고 동기화 문제가 적지만, 제어 흐름이 다양한 작업에는 비효율적입니다. MIMD(Multiple Instruction, Multiple Data)는 여러 프로세서가 각각 독립적인 명령어 스트림을 서로 다른 데이터에 실행하는 아키텍처입니다. 멀티코어 CPU, 분산 시스템이 해당되며, 각 프로세서가 독립적으로 작동하므로 다양한 작업을 동시에 처리할 수 있습니다. 범용성이 높고 작업 병렬성을 활용할 수 있지만, 동기화 오버헤드가 크고 하드웨어 복잡성과 프로그래밍 난이도가 높습니다. 두 아키텍처는 현대 컴퓨팅에서 상호 보완적으로 사용됩니다.",컴퓨터 구조,"SIMD,MIMD,병렬 처리,벡터 연산,플린 분류법"
CS133,폰 노이만과 하버드 아키텍처의 차이점,"폰 노이만 아키텍처는 프로그램(명령어)과 데이터를 동일한 메모리에 저장하고 동일한 버스를 통해 접근하는 컴퓨터 구조입니다. 단일 메모리 공간, 단일 버스, 프로그램 가변성이 특징이며, 구현이 단순하고 메모리 효율적이지만, 명령어와 데이터 접근이 병목 현상(폰 노이만 병목)을 일으킬 수 있습니다. 대부분의 범용 컴퓨터가 이 구조를 기반으로 합니다. 하버드 아키텍처는 명령어와 데이터를 물리적으로 분리된 메모리에 저장하고 별도의 버스를 통해 접근하는 구조입니다. 분리된 메모리 공간, 분리된 버스, 동시 접근 가능성이 특징이며, 병렬 접근으로 성능이 향상되고 메모리 특성을 최적화할 수 있지만, 하드웨어 복잡성 증가와 메모리 관리의 어려움이 있습니다. 마이크로컨트롤러, DSP, 일부 임베디드 시스템이 이 구조를 사용합니다. 현대 프로세서는 캐시 수준에서 하버드 구조(분리된 L1 명령어/데이터 캐시)를 채택하고 상위 메모리 계층에서는 폰 노이만 구조를 사용하는 혼합 형태가 일반적입니다.",컴퓨터 구조,"폰 노이만 아키텍처,하버드 아키텍처,메모리 구조,버스 아키텍처,프로세서 설계"
CS134,관계형과 NoSQL 데이터베이스의 차이점,"관계형 데이터베이스는 테이블 형태로 구조화된 데이터를 저장하며, 정해진 스키마, SQL 쿼리 언어, ACID 트랜잭션, 조인 연산이 특징입니다. 데이터 무결성, 복잡한 쿼리, 트랜잭션이 중요한 금융, 전자상거래, ERP 시스템에 적합합니다. MySQL, PostgreSQL, Oracle, SQL Server 등이 대표적입니다. NoSQL 데이터베이스는 유연한 스키마로 비구조화/반구조화 데이터를 저장하며, 수평적 확장성, CAP 이론(일관성, 가용성, 분할 내성 중 2가지 보장), 다양한 데이터 모델(키-값, 문서, 칼럼 기반, 그래프)이 특징입니다. 대용량 데이터, 고가용성, 빠른 개발이 필요한 소셜 미디어, IoT, 실시간 분석 등에 적합합니다. MongoDB(문서), Redis(키-값), Cassandra(칼럼), Neo4j(그래프) 등이 대표적입니다. 현대 시스템은 목적에 따라 두 유형을 함께 사용하는 다중 모델 접근 방식을 채택하는 경향이 있습니다.",데이터베이스,"관계형 데이터베이스,NoSQL,ACID,CAP 이론,데이터 모델링"
CS135,정규화의 개념과 과정,"정규화는 데이터베이스 설계 과정에서 중복을 최소화하고 데이터 무결성을 보장하기 위해 테이블을 구조화하는 기법입니다. 목적은 데이터 중복 제거, 삽입/수정/삭제 이상 방지, 데이터 일관성 유지, 효율적인 쿼리 지원입니다. 1NF(제1정규형)는 테이블의 각 셀이 원자적 값을 가지고, 각 레코드가 고유 식별자(기본 키)를 가지며, 반복 그룹이 없어야 합니다. 2NF(제2정규형)는 1NF를 만족하며, 부분 함수적 종속성(기본 키의 일부에만 종속되는 속성)을 제거하여 모든 비주요 속성이 기본 키에 완전 함수적 종속이어야 합니다. 3NF(제3정규형)는 2NF를 만족하며, 이행적 종속성(A→B→C와 같이 간접적 종속)을 제거하여 모든 비주요 속성이 기본 키에만 직접 종속되어야 합니다. 더 높은 정규형으로 BCNF, 4NF, 5NF, 6NF가 있지만 실무에서는 주로 3NF까지 적용합니다.",데이터베이스,"정규화,함수적 종속성,1NF,2NF,3NF,데이터 무결성"
CS136,트랜잭션의 ACID 속성,"트랜잭션은 데이터베이스의 상태를 변화시키는 하나의 논리적 작업 단위로, ACID 속성은 데이터베이스 트랜잭션의 신뢰성을 보장하는 네 가지 특성입니다. 원자성(Atomicity)은 트랜잭션의 모든 연산이 완전히 수행되거나 전혀 수행되지 않아야 함을 의미하며, 롤백 메커니즘으로 구현됩니다. 일관성(Consistency)은 트랜잭션 실행 전후에 데이터베이스가 일관된 상태(제약조건, 규칙 충족)를 유지해야 함을 의미하며, 무결성 제약조건으로 구현됩니다. 격리성(Isolation)은 동시에 실행되는 트랜잭션이 서로 영향을 미치지 않아야 함을 의미하며, 동시성 제어 메커니즘(락킹, MVCC)으로 구현됩니다. 지속성(Durability)은 성공적으로 완료된 트랜잭션의 결과는 시스템 장애에도 영구적으로 반영되어야 함을 의미하며, 로깅과 체크포인트로 구현됩니다. ACID 특성은 금융 거래, 예약 시스템 등 데이터 정확성이 중요한 시스템에서 필수적입니다.",데이터베이스,"트랜잭션,ACID,원자성,일관성,격리성,지속성"
CS137,인덱스의 개념과 작동 원리,"인덱스는 데이터베이스 테이블의 검색 속도를 향상시키기 위한 자료구조로, 책의 색인과 유사하게 데이터의 위치를 빠르게 찾을 수 있게 합니다. 작동 원리는 컬럼 값과 해당 레코드의 물리적 위치를 매핑하는 별도의 구조를 생성하고 유지하는 것입니다. 주로 B-트리, B+트리 구조를 사용하며, 이진 검색을 통해 O(log n) 시간 복잡도로 데이터에 접근할 수 있습니다. 인덱스의 장점은 검색 속도 향상, 정렬 및 그룹화 연산 최적화, 테이블 스캔 방지입니다. 단점은 추가 저장 공간 필요, 삽입/수정/삭제 시 인덱스 업데이트 오버헤드, 인덱스 선택과 관리의 복잡성입니다. 인덱스 유형으로는 기본 인덱스(클러스터드), 보조 인덱스(논클러스터드), 복합 인덱스, 고유 인덱스, 부분 인덱스, 함수 기반 인덱스 등이 있으며, 쿼리 패턴과 데이터 특성을 고려하여 적절히 설계해야 합니다.",데이터베이스,"인덱스,B-트리,쿼리 최적화,검색 성능,인덱스 유형"
CS138,SQL 조인의 종류와 사용 상황,"SQL 조인은 여러 테이블의 관련 데이터를 결합하는 연산입니다. INNER JOIN은 양쪽 테이블에서 조인 조건을 만족하는 행만 반환하며, 완전한 관계가 필요할 때 사용합니다(예: 주문과 그에 해당하는 고객 정보). LEFT JOIN은 왼쪽 테이블의 모든 행과 오른쪽 테이블에서 조건을 만족하는 행을 반환하며, 누락된 관계를 포함해야 할 때 사용합니다(예: 주문하지 않은 고객 포함). RIGHT JOIN은 LEFT JOIN의 반대로, 오른쪽 테이블의 모든 행을 기준으로 합니다. FULL OUTER JOIN은 양쪽 테이블의 모든 행을 반환하며, 두 테이블의 모든 데이터가 필요할 때 사용합니다(예: 두 부서의 모든 직원 통합). 그 외에 CROSS JOIN(모든 가능한 조합), SELF JOIN(동일 테이블 내 관계), NATURAL JOIN(동일 이름 컬럼 자동 매칭) 등이 있습니다. 조인 성능은 테이블 크기, 인덱스 유무, 조인 조건 등에 따라 달라지므로 실행 계획을 고려해야 합니다.",데이터베이스,"SQL 조인,INNER JOIN,LEFT JOIN,RIGHT JOIN,FULL OUTER JOIN,쿼리 최적화"
CS139,데이터베이스 락의 종류와 데드락 방지,"데이터베이스 락은 동시성 제어를 위한 메커니즘으로, 여러 트랜잭션이 동시에 데이터에 접근할 때 일관성을 유지합니다. 공유 락(Shared Lock)은 데이터 읽기만 허용하며 여러 트랜잭션이 동시에 획득 가능합니다. 배타적 락(Exclusive Lock)은 읽기/쓰기를 모두 허용하지만 하나의 트랜잭션만 획득 가능합니다. 업데이트 락, 의도 락, 스키마 락 등 다양한 락 유형이 있으며, 락 범위도 행 수준, 페이지 수준, 테이블 수준으로 다양합니다. 데드락은 두 개 이상의 트랜잭션이 서로 상대방이 보유한 락을 기다리며 무한정 대기하는 상태입니다. 방지 방법으로는 락 획득 순서 통일(계층적 락킹), 타임아웃 설정(일정 시간 후 락 해제), 데드락 감지 및 해결(희생 트랜잭션 롤백), 락 에스컬레이션 최소화, 트랜잭션 크기 최소화, 적절한 격리 수준 설정 등이 있습니다. 락킹 전략은 동시성과 일관성 사이의 균형을 고려하여 설계해야 합니다.",데이터베이스,"데이터베이스 락,공유 락,배타적 락,데드락,동시성 제어,트랜잭션 격리"
CS140,ORM의 개념과 장단점,"ORM(Object-Relational Mapping)은 객체 지향 프로그래밍의 객체와 관계형 데이터베이스의 테이블 간의 매핑을 자동화하는 기술입니다. 프로그래머가 SQL 쿼리 대신 객체 지향 코드로 데이터베이스를 조작할 수 있게 해줍니다. 주요 장점으로는 생산성 향상(반복적인 SQL 작성 불필요), 객체 지향적 코드 작성, 데이터베이스 독립성(벤더 중립적 코드), SQL 인젝션 방지, 캐싱 지원이 있습니다. 주요 단점으로는 복잡한 쿼리의 성능 저하, 학습 곡선, 추상화로 인한 제어력 감소, N+1 쿼리 문제(연관 객체 로딩 시 다수의 쿼리 발생) 등이 있습니다. 대표적인 ORM 프레임워크로는 Java의 Hibernate/JPA, Python의 SQLAlchemy/Django ORM, C#의 Entity Framework, PHP의 Doctrine, JavaScript/TypeScript의 TypeORM/Sequelize 등이 있습니다. ORM은 빠른 개발이 필요하거나 비즈니스 로직이 복잡한 애플리케이션에 적합하지만, 고성능이 요구되는 복잡한 쿼리나 레거시 시스템 통합에는 직접 SQL을 사용하는 것이 더 효율적일 수 있습니다.",데이터베이스,"ORM,객체 관계 매핑,Hibernate,JPA,데이터 접근 추상화"
CS141,데이터베이스 샤딩과 레플리케이션의 차이점,"데이터베이스 샤딩은 대규모 데이터베이스를 더 작은 파편(샤드)으로 수평 분할하여 여러 서버에 분산 저장하는 기술입니다. 각 샤드는 전체 데이터의 부분집합을 포함하며, 샤딩 키를 기준으로 데이터가 분배됩니다. 주로 쓰기 확장성, 처리량 향상, 대용량 데이터 처리에 유리하며, 빠른 성장을 경험하는 소셜 미디어, 게임, 전자상거래 플랫폼에 적합합니다. 레플리케이션은 동일한 데이터의 복사본을 여러 서버에 유지하는 기술로, 주로 마스터-슬레이브 구조를 사용합니다. 마스터는 쓰기 작업을, 슬레이브는 읽기 작업을 처리하여 부하를 분산합니다. 읽기 확장성, 고가용성, 재해 복구, 지역적 접근성 향상에 유리하며, 읽기 작업이 많은 블로그, 뉴스 사이트, 분석 시스템에 적합합니다. 두 기술은 상호 배타적이지 않으며, 대규모 시스템에서는 샤딩된 데이터를 다시 레플리케이션하는 방식으로 함께 사용되는 경우가 많습니다. 각 기술의 선택은 데이터 크기, 액세스 패턴, 확장성 요구사항에 따라 달라집니다.",데이터베이스,"샤딩,레플리케이션,수평 분할,고가용성,데이터베이스 확장성"
